 Paper Publish Year,DOI,Carbohydrate/Protein Mimetic,Category ,Mimic of which Protein/Carbohydrate,Name of the Mimetic,Functions,Activity
2011,https://doi.org/10.1016/j.cbpa.2011.02.015,Protein,b-hairpin peptidomimetic,LptD (OstA/Imp),POL7001,Inhibition of LPS transport,"Non-lytic, potent antimicrobial activity in the nanomolar range against Gram-negative bacteria (Pseudomonas sp)"
2011,https://doi.org/10.4049/jimmunol.1002847,Protein,Peptide Mimetic,Apolipoprotein E (apoE),COG1410,Immunomodulatory,Reduces TNF-a production; activates PP2A; inhibits NF-kB pathway; enhances PP2A activity in vivo.
2012,https://dx.doi.org/10.2174/138955712803832690,Carbohydrate,Glycomimetic,"1,2-mannobioside","Pseudo-1,2-mannobioside+F2:F155","Pseudo-1,2-mannobioside  acts as a mimic of 
a reducing end mannose residue and features a spacer-arm 
terminated with azido or amino functionality, useful to 
generate multivalent DC-SIGN ligands.","Mimics mannose to interact with DC-SIGN receptors, aiding in pathogen adhesion studies."
2012,https://dx.doi.org/10.2174/138955712803832690,Carbohydrate,Glycomimetic,"linear Man (1,2)Man (1,6)Man trisaccharide","pseudo-trisaccharide, 2","This compound inhibits DC-SIGN binding to 
mannosylated BSA (Bovine serum albumin) with an IC50 of 
130 M (by surface-plasmon resonance, SPR).","Potential anti-infective agent by blocking DC-SIGN receptor interactions, which could inhibit pathogen entry and infection processes"
2012,https://doi.org/10.2174/138955712803832672,Carbohydrate,Aminoglycoside antibiotic,Streptamine-based pseudo-oligosaccharide,Streptomycin,Binds to the 30S subunit of ribosomal RNA (rRNA) to inhibit protein synthesis.,Effective against Mycobacterium tuberculosis
2012,https://doi.org/10.2174/138955712803832672,Carbohydrate,Aminoglycoside antibiotic,2-Deoxystreptamine (2-DOS) based pseudo-oligosaccharide,Neomycins,Binds to rRNA to prevent normal translation of proteins.,Broad-spectrum antibiotic activity
2012,https://doi.org/10.2174/138955712803832672,Carbohydrate,Aminoglycoside antibiotic,2-Deoxystreptamine (2-DOS) based pseudo-oligosaccharide,Paramomycins,Binds to rRNA to inhibit protein synthesis.,Broad-spectrum antibiotic activity
2012,https://doi.org/10.2174/138955712803832672,Carbohydrate,Aminoglycoside antibiotic,2-Deoxystreptamine (2-DOS) based pseudo-oligosaccharide,Kanamycins,Binds to rRNA to inhibit protein synthesis.,Broad-spectrum antibiotic activity
2012,https://doi.org/10.2174/138955712803832672,Carbohydrate,Aminoglycoside antibiotic,2-Deoxystreptamine (2-DOS) based pseudo-oligosaccharide,Gentamicins,Binds to rRNA to inhibit protein synthesis.,Broad-spectrum antibiotic activity
2012,https://doi.org/10.2174/138955712803832672,Carbohydrate,Aminoglycoside antibiotic,2-Deoxystreptamine (2-DOS) based pseudo-oligosaccharide,Tobramycins,Binds to rRNA to inhibit protein synthesis.,Broad-spectrum antibiotic activity
2012,https://doi.org/10.2174/138955712803832672,Carbohydrate,Semi-synthetic aminoglycoside antibiotic,2-Deoxystreptamine (2-DOS) based pseudo-oligosaccharide,Amikamycins,Binds to rRNA to inhibit protein synthesis.,"Effective against resistant bacteria, particularly Gram-negative pathogens"
2012,https://doi.org/10.2174/138955712803832672,Carbohydrate,Semi-synthetic aminoglycoside antibiotic,2-Deoxystreptamine (2-DOS) based pseudo-oligosaccharide,Dibekacins,Binds to rRNA to inhibit protein synthesis.,"Active against aminoglycoside-resistant strains, used for treating severe infections"
2012,https://doi.org/10.2174/138955712803832672,Carbohydrate,Semi-synthetic aminoglycoside antibiotic,2-Deoxystreptamine (2-DOS) based pseudo-oligosaccharide,Sisomicins,Binds to rRNA to inhibit protein synthesis.,"Broad-spectrum activity, effective against Pseudomonas aeruginosa and other resistant pathogens"
2012,https://doi.org/10.2174/138955712803832672,Carbohydrate,Semi-synthetic aminoglycoside antibiotic,2-Deoxystreptamine (2-DOS) based pseudo-oligosaccharide,Netilmicins,Binds to rRNA to inhibit protein synthesis.,"Active against aminoglycoside-resistant bacteria, lower ototoxicity compared to other aminoglycosides"
2012,https://doi.org/10.1016/j.carres.2012.05.024,Carbohydrate,Carbohydrate Mimetic,Pentasaccharide,Octapeptide 2,Binds to the SYA/J6 antibody with moderate affinity,"Potential use in developing vaccines or therapeutics targeting diseases where pentasaccharide recognition plays a role, such as certain bacterial infections or autoimmune disorders"
2012,https://doi.org/10.1016/j.carres.2012.05.024,Carbohydrate,Glycopeptide mimetic,Structural elements from the pentasaccharide and the octapeptide,a-Glycopeptide 3,"Designed to mimic natural antigens for vaccine development. Interacts with the antibody primarily on the periphery of the combining site, with some residues maintaining interactions similar to those in the pentasaccharide","Potential use in vaccine development against pathogens that express similar carbohydrate structures, possibly including certain bacterial strains or parasites. May also have applications in autoimmune diseases where antibodies against specific carbohydrate structures are involved."
2012,https://doi.org/10.1016/j.carres.2012.05.024,Carbohydrate,Glycopeptide mimetic,Structural elements from the pentasaccharide and the octapeptide,b-Glycopeptide 4,Designed to mimic natural antigens for vaccine development,Potential use in vaccine development against pathogens expressing similar carbohydrate structures. May also have applications in treating autoimmune diseases where antibodies against specific carbohydrate structures are involved.
2012,https://doi.org/10.1093/glycob/cwr140,Carbohydrate,Carbohydrate-Mimetic Peptides,Methyl α-D-mannopyranoside (a known carbohydrate ligand for Con A).,Con A Ligand-Mimetic Peptides,Serve as ligands for the lectin concanavalin A (Con A).,"Potential applications in antiviral therapy, cancer treatment, and as vaccine components by mimicking carbohydrate antigens and inducing immune responses"
2012,https://doi.org/10.1093/glycob/cwr140,Carbohydrate,Carbohydrate-Mimetic Peptides (Epitope analog.),Type III capsular polysaccharide of group B streptococci (GBS).,FDTGAFDPDWPA Peptide,Elicits an antibody response against GBS.,"When conjugated to carriers and used for immunization, it resulted in a significant antibody response to GBS after a single immunization"
2012,https://pubmed.ncbi.nlm.nih.gov/23118226/,Protein,Synthetic peptide,Apolipoprotein-AE,COG1410 2 h,inhibits inflammatory respose of innate immune system,Has antimicrobial activity against pandrug-resistant Acinetobacter baumannii.
2012,https://doi.org/10.1002/cmdc.201100494,Protein,synthetic lipid,human TLR4,symmetric lipid A mimetic (D1),has weak TLR4 agonist activity that makes it a promising lead compound for development as a vaccine adjuvant.,D1 inhibits endotoxin-stimulated TLR4 activation by inhibiting interaction of endotoxin with both receptors CD14 and MD-2 (associated to TLR4)
2012,https://doi.org/10.1016/j.ddtec.2011.07.006,Protein,PEM scaffold,Polyphemusin II,POL7080,LptD inhibitor,POL7080 as an LptD inhibitor with antimicrobial activity
2012,https://doi.org/10.1016/j.ddtec.2011.07.006,Protein,PEM scaffold,PG-I,L27-11,antimicrobial activity,target an essential bacterial b-barrel outer membrane (OM) protein called LptD
2012,https://doi.org/10.1016/j.ddtec.2011.07.006,Protein,PEM scaffold,PG-I,POL7001,antimicrobial activity,target an essential bacterial b-barrel outer membrane (OM) protein called LptD
2013,https://doi.org/10.1002/ejoc.201201413,Carbohydrate,Iminosugar,glucose,1-deoxynojirimycin (DNJ),Glycosidase inhibitor,Inhibits various glycosidases and has potential therapeutic applications in metabolic disorders.
2013,https://doi.org/10.1002/ejoc.201201413,Carbohydrate,Iminosugar,Mannitol,"1,5-dideoxy-1,5-imino-D-mannitol",Glycosidase inhibitor,"Potential treatment for viral infections (HIV, influenza), metabolic disorders (diabetes), and cancer by inhibiting specific glycosidases involved in carbohydrate processing"
2013,https://doi.org/10.1002/ejoc.201201413,Carbohydrate,Iminosugar,Mannitol,"1,5,6-trideoxy-1,5-imino-D-mannitol",Glycosidase inhibitor,"Inhibits glycosidases, potentially useful in therapeutic applications."
2013,https://doi.org/10.1039/C3PY01123B,Carbohydrate,b-1/6-linked N-acetylglucosamine Oligosaccharide,Polysaccharide intercellular adhesin (PIA) produced by Staphylococcus aureus,Compound 5 (per-acetylated b-1/6-linked N-acetylglucosamine disaccharide),"To create a surface that mimics the natural biofilm structure, enhancing immune recognition.","Potentially immunogenic, may produce anti-PNAG antibodies in vivo, aiding in vaccine development against Staphylococcus aureus infections, particularly biofilm-associated infections"
2013,https://doi.org/10.1039/C3PY01123B,Carbohydrate,b-1/6-linked N-acetylglucosamine Oligosaccharide,Polysaccharide intercellular adhesin (PIA) produced by Staphylococcus aureus,Oligosaccharides 6-8 (various benzoylated b-1/6-linked glucosamine-based oligosaccharides),Present multiple copies of carbohydrate units to probe multivalent interactions.,"Mimics the globular nodules of PIA, facilitating studies on bacterial adhesion and immune response."
2013,https://doi.org/10.1039/C3PY01123B,Carbohydrate,Multivalent Constructs,Polysaccharide intercellular adhesin (PIA) produced by Staphylococcus aureus,Multivalent Carbohydrate Constructs,Present multiple copies of carbohydrate units to enhance immune engagement.,"Potential vaccine candidate against Staphylococcus aureus infections by mimicking PIA structure, inducing antibody production, and enhancing immune response against biofilm-associated infections"
2013,https://doi.org/10.1002/chem.201302786,Carbohydrate,GM1 mimetics,GM1 ganglioside,Pseudo-tetrasaccharides bearing a cyclohexane diol moiety,Binds to cholera toxin with high affinity,"Potential inhibitor of cholera toxin, which could prevent cholera infection by blocking toxin binding to intestinal cells"
2013,https://doi.org/10.1002/chem.201302786,Carbohydrate,Non-carbohydrate mimics,GM1 ganglioside,Based on a polyhydroxyalkylfuroic ester structure,Act as antagonists of enterotoxins,Showed binding affinities in the same order as known sugar-derived MNPG; the highest affinity was shown by these non-carbohydrate mimics towards cholera toxin
2014,https://link.springer.com/chapter/10.1007/7355_2014_50,Carbohydrate,Iminosugar,glucose mimetic based on its scaffold,deoxynojirimycin,Modulates the action of enzymes involved in carbohydrate synthesis and metabolism.,Demonstrated activity in inhibiting glucocerebrosidase and has been associated with therapeutic applications for lysosomal storage diseases
2014,https://link.springer.com/chapter/10.1007/7355_2014_50,Carbohydrate,Iminosugar,glucose,castanospermine,"Modulates the action of enzymes involved in carbohydrate synthesis and metabolism, specifically as an inhibitor of glucosidases","Demonstrated activity in inhibiting glucosidases, which is relevant for therapeutic applications in lysosomal storage diseases"
2014,https://link.springer.com/chapter/10.1007/7355_2014_50,Carbohydrate,Iminosugar,glucose,nojirimycin,Modulates the action of enzymes involved in carbohydrate synthesis and metabolism,"Potential treatment for viral infections (HIV, influenza), diabetes, and cancer by inhibiting specific glycosidases"
2014,https://link.springer.com/chapter/10.1007/7355_2014_50,Carbohydrate,Iminosugar,mannose,nojirimycin B,Modulates the action of enzymes involved in carbohydrate synthesis and metabolism.,Potential antiviral and antitumor agent by interfering with N-linked glycosylation
2014,https://doi.org/10.1517/17425247.2014.902048,Carbohydrate,Glyconanoparticles,Glycans in lipid rafts,Glyconanoparticles (GNPs),"Targeted drug delivery, gene therapy, vaccine development","Engages in carbohydrate-protein and carbohydrate-carbohydrate interactions, shows promise for clinical applications"
2014,https://doi.org/10.1021/ol500848q,Carbohydrate,Acyclic form derivatives,Acyclic intermediate of UDP-Gal f,UDP-galactitols (specifically molecules 8 and 9),Designed to mimic the acyclic form of galactitol to inhibit UGM.,"Potential antimycobacterial agent by inhibiting UGM, which is essential for mycobacterial cell envelope biosynthesis. May be effective against pathogens like Mycobacterium tuberculosis and drug-resistant Corynebacterium diphtheriae"
2014,https://doi.org/10.1021/ol500848q,Carbohydrate,C-glycosidic analogue,UDP-galactofuranose,UDP-C-Galf (20),Used for comparison in inhibition studies against UGM,"Potential antimycobacterial agent, but less effective than UDP-carbasugar 7 in inhibiting UGM, which is essential for mycobacterial cell wall biosynthesis. May have limited efficacy in treating tuberculosis and related infections due to weaker affinity for UGM"
2014,https://doi.org/10.1021/ol500848q,Carbohydrate,Transition-state analogue,Mimics high-energy intermediates of the UGM-catalyzed reaction,UDP-carbasugar (7),Designed to act as a high-energy intermediate analogue for UGM inhibition.,"Potential antimycobacterial agent by inhibiting UGM, which is essential for mycobacterial cell wall biosynthesis, particularly in treating tuberculosis and related infections"
2014,https://doi.org/10.1517/13543776.2014.916280,Carbohydrate,Iminosugar,D-Mannose,Mannojirimycin,"Inhibits α-mannosidases, which can affect glycoprotein processing.",. Potential antiviral agent against HIV and other viruses by interfering with N-linked glycosylation. May also have applications in treating lysosomal storage disorders and as an anti-inflammatory agent in cystic fibrosis.
2014,https://doi.org/10.1517/13543776.2014.916280,Carbohydrate,Thiosugar,D-Mannose,5-thio-D-mannose (Thiosugar),Glycosidase inhibitor,"Inhibits glycosidases, potentially affecting carbohydrate metabolism"
2014,https://doi.org/10.1517/13543776.2014.916280,Carbohydrate,Iminosugar,D-Mannitol,"2,5-Dideoxy-2,5-imino-D-mannitol (DMDP)",Glycosidase inhibitor,"Potential antiviral (HIV, influenza), antituberculosis, and antidiabetic agent. May also have applications in treating Gaucher's disease and as an insect antifeedant"
2014,https://doi.org/10.1517/13543776.2014.916280,Carbohydrate,Bicyclic Iminosugar,D-Glucose,Australine,Glycosidase inhibitor,"Isolated from Castanospermum australe, Australine has shown glycosidase inhibitory activity and potential antiviral properties"
2014,https://doi.org/10.1073/pnas.1413592112,Protein,single chain protein mimetic,gp41 NHR trimer,covNHR2,inhibits fusion of HIV-1,Inhibits HIV-1 fusion by binding to CHR peptides
2014,https://doi.org/10.1073/pnas.1413592112,Protein,single chain protein mimetic,gp41 NHR trimer,covNHR3,inhibits fusion of HIV-1,Inhibits HIV-1 fusion by binding to CHR peptides
2014,https://doi.org/10.1073/pnas.1413592112,Protein,single chain protein mimetic,gp41 NHR trimer,covNHR3-ABC,inhibits fusion of HIV-1,Inhibits HIV-1 fusion by binding to CHR peptides with high affinity
2014,https://doi.org/10.1021/ar4002735,Protein,Small Molecule Inhibitors,CD4,BMS-378806,inhibits HIV-1 entry,Inhibits HIV-1 entry by preventing conformational changes in gp120
2014,https://doi.org/10.1021/ar4002735,Protein,Small Molecule Inhibitors,CD4,NBD-556,inhibits HIV-1 entry,Inhibits HIV-1 entry by binding to monomeric gp120
2014,https://doi.org/10.1021/ar4002735,Protein,Small Molecule Inhibitors,CD4,NBD-557,inhibits HIV-1 entry,Inhibits HIV-1 entry by binding to monomeric gp120
2014,https://doi.org/10.1021/ar4002735,Protein,Small Molecule Inhibitors,CD4,TS-II-224,inhibits HIV-1 entry,Inhibits HIV-1 entry but may enhance CD4-independent viral entry
2014,https://doi.org/10.1021/ar4002735,Protein,Small Molecule Inhibitors,CD4,MAE-II-120,inhibits HIV-1 entry,Inhibits HIV-1 entry but may enhance CD4-independent viral entry
2014,https://doi.org/10.1021/ar4002735,Protein,Small Molecule Inhibitors,CD4,MAE-II-116,inhibits HIV-1 entry,Weakly inhibits HIV-1 entry without enhancing CD4-independent viral entry
2014,https://doi.org/10.1021/ar4002735,Protein,Small Molecule Inhibitors,CD4,AWS-I-50,inhibits HIV-1 entry,Inhibits HIV-1 entry by binding to monomeric gp120
2014,https://doi.org/10.1021/ar4002735,Protein,Small Molecule Inhibitors,CD4,DMJ-I-228,inhibits HIV-1 entry,Inhibits HIV-1 entry by binding to monomeric gp120
2014,https://doi.org/10.1128/jvi.03800-13,Protein,CCR5 mimetic peptide,CCR5 amino-terminus,CCR5mim3,prevents the promotion of infection,Inhibits HIV-1 infection by blocking CCR5 access when CD4 is limited
2014,https://doi.org/10.1128/jvi.03800-13,Protein,CD4 mimetic peptide,CD4 receptor,CD4mim6,mimic the CD4 receptor and can bind the receptor-binding site on gp120,Binds HIV-1 gp120 but may promote infection when cell CD4 is limited
2014,https://doi.org/10.1186/1471-2180-14-195,Protein,DevR signaling inhibitor,DevR,DevRS A (KDIKGME),inhibits the autokinase activity of the DevS sensor kinase,specifically inhibit DevR-dependent transcriptional activity and restrict the hypoxic survival of M. tuberculosis by intercepting DevS activation at an early step in the signaling cascade
2014,https://doi.org/10.1186/1471-2180-14-195,Protein,DevR signaling inhibitor,DevR,DevRS B (ILTSYT),inhibits the autokinase activity of the DevS sensor kinase,specifically inhibit DevR-dependent transcriptional activity and restrict the hypoxic survival of M. tuberculosis by intercepting DevS activation at an early step in the signaling cascade
2014,https://doi.org/10.1186/1471-2180-14-195,Protein,DevR signaling inhibitor,DevR,DevRS C (ELCRD),inhibits the autokinase activity of the DevS sensor kinase,specifically inhibit DevR-dependent transcriptional activity and restrict the hypoxic survival of M. tuberculosis by intercepting DevS activation at an early step in the signaling cascade
2014,https://doi.org/10.1186/1471-2180-14-195,Protein,DevR signaling inhibitor,DevR,DevRS D (VRLPD),inhibits the autokinase activity of the DevS sensor kinase,specifically inhibit DevR-dependent transcriptional activity and restrict the hypoxic survival of M. tuberculosis by intercepting DevS activation at an early step in the signaling cascade
2015,https://doi.org/10.1002/chem.201500831,Carbohydrate,Carbohydrate mimetic,Neuraminic acid,Zanamivir (Relenza),Targets influenza viral neuraminidase,Antiviral activity against influenza viruses
2015,https://doi.org/10.1002/chem.201500831,Carbohydrate, Carbohydrate mimetic,Neuraminic acid,Oseltamivir (Tamiflu),Targets influenza viral neuraminidase,Antiviral activity against influenza viruses
2015,https://doi.org/10.1002/bmb.20915,Carbohydrate,Dimeric Aminoglycosides,natural carbohydrates,Dimeric Aminoglycosides,"The primary function of these dimeric aminoglycosides is to inhibit the interaction between the HIV Trans-activator of transcription (Tat) protein and the Trans Activation Responsive (TAR) RNA. This interaction is crucial for the activation of transcription in the HIV life cycle, making it a valuable target for therapeutic intervention.","The activity of these carbohydrate-based dimeric target molecules lies in their ability to block the Tat-TAR interaction, thereby exerting antiviral effects. The inhibition of this interaction can potentially prevent the replication of the virus, contributing to therapeutic strategies against HIV."
2015,http://dx.doi.org/10.1517/17460441.2015.1067198,Carbohydrate,Adjuvant,"Trehalose-6,6'-dibehenate (TDB)",Trehalose,Adjuvant in vaccine formulations.,"Enhances immune responses, particularly in tuberculosis vaccines."
2015,https://doi.org/10.1002/chem.201500831,Carbohydrate,Synthetic carbohydrate mimic,2G12 epitope,Unnatural oligomannose mimics,Targeting high-mannose epitopes for immune response,aimed at improving immune response against HIV.
2016,https://doi.org/10.1021/acs.joc.6b00302,Carbohydrate,Fluorinated Nucleotide Sugar Mimetics,UDP-Galactose (UDP-Gal),dideoxy-tetrafluorinated uridine diphosphate (UDP)-Gal analogues,Inhibitor of the enzyme UDP-galactopyranose mutase (UGM),Potential antimycobacterial agent with improved activity against tuberculosis
2016,DOI: 10.1016/j.tibtech.2016.01.004,Carbohydrate,Fucose-based glycomimetic,Lewis X oligosaccharide,α-fucosyl-β-alanyl amide,Targets DC-SIGN without inducing dendritic cell maturation and IL-10 production,"Acts as a potent DC-SIGN targeting device, suggesting potential use in targeted imaging or antigen delivery"
2016,DOI: 10.1016/j.tibtech.2016.01.004,Carbohydrate,Mannose-based glycomimetic,"1,2-mannobioside and linear Man-α-1,2-Man-α-1,6-Man trisaccharide",Mannose-based glycomimetic antagonists,Antagonists of protein-sugar interactions,Effective in hampering microbial adhesion
2016,https://doi.org/10.1021/acs.joc.6b01876,Carbohydrate,Carbasugar,Cyclitol,(−)-Epoxydine B,Glycosidase inhibitor,"Exhibits antibacterial, antifungal, and antialgal  activities; potential for treating infections"
2016,https://doi.org/10.1021/acs.joc.6b01876,Carbohydrate,Carbasugar,Cyclitol,(−)-Epoxydine C,Glycosidase inhibitor,"Exhibits antibacterial, antifungal, and antialgal  activities; potential for treating infections"
2016,https://doi.org/10.1021/acs.joc.6b00302,Carbohydrate,Fluorinated Carbohydrate Mimic,D-threo-hexopyranose,"2,3-dideoxy -2,2,3,3-tetrafluoro D -thereo hexopyranose",Potential inhibitor of carbohydrate-processing enzymes,"May have therapeutic potential in treating diseases involving carbohydrate metabolism, such as diabetes or viral infections"
2016,https://doi.org/10.1021/acs.joc.6b00302,Carbohydrate,Fluorinated Carbohydrate Mimic,D-threo-hexofuranose,"2,3-dideoxy -2,2,3,3-tetrafluoro D -thereo hexofuranose",Potential inhibitor of carbohydrate-processing enzymes,"May have therapeutic potential in treating diseases involving carbohydrate metabolism, such as diabetes or viral infections"
2016,https://doi.org/10.1021/acs.joc.6b00302,Carbohydrate,Fluorinated Carbohydrate Mimic,D-erythro-hexopyranose,"2,3-dideoxy -2,2,3,3-tetrafluoro D -erythro hexopyranose",Potential inhibitor of carbohydrate-processing enzymes,"May have therapeutic potential in treating diseases involving carbohydrate metabolism, such as diabetes or viral infections"
2016,https://doi.org/10.1021/acs.joc.6b00302,Carbohydrate,Fluorinated Carbohydrate Mimic,D-threo-hexopyranose,"3,4-dideoxy -3,3,4,4-tetrafluoro D -threo hexopyranose",Potential inhibitor of carbohydrate-processing enzymes,"May have therapeutic potential in treating diseases involving carbohydrate metabolism, such as diabetes or viral infections"
2016,https://doi.org/10.1021/acs.joc.6b00302,Carbohydrate,Fluorinated Carbohydrate Mimic,D-erythro-hexopyranose,"3,4-dideoxy -3,3,4,4-tetrafluoro D -erythro hexopyranose",Potential inhibitor of carbohydrate-processing enzymes,"May have therapeutic potential in treating diseases involving carbohydrate metabolism, such as diabetes or viral infections"
2016,https://doi.org/10.1089/jop.2015.0098,Protein,defensin mimetics,daptomycin,Brilacidine(PMX30063),eliminate FQrMRSA,Potential treatment for antibiotic-resistant bacterial infections through membrane depolarization
2016,https://doi.org/10.3389/fbioe.2015.00211,Protein,Synthetic peptide,CD4-binding site,CD4bs-M,inhibits HIV-1 entry,assembles into amyloid fibrils
2016,https://doi.org/10.3389/fbioe.2015.00211,Protein,Synthetic peptide,CD4-binding site,triazacyclophane scaffold,inhibits HIV-1 entry,Potential HIV-1 entry inhibitor by targeting the CD4 binding site
2016,https://doi.org/10.3389/fbioe.2015.00211,Protein,Synthetic peptide,CHR region of gp41,Sifuvirtide,active against Enfuvirtide-resistant HIV-1 strains.,"Treatment for HIV-1, including enfuvirtide-resistant strains, by blocking six-helical bundle formation"
2016,https://doi.org/10.3389/fbioe.2015.00211,Protein,Synthetic peptide,CD4,CD4M,inhibits HIV activity,Potential HIV-1 inhibitor by inducing conformational changes in gp120
2016,https://doi.org/10.3389/fbioe.2015.00211,Protein,Synthetic peptide,three ECLs of CXCR4,CX4-M1,inhibits HIV activity,Potential HIV-1 inhibitor by targeting CXCR4
2016,https://doi.org/10.3389/fphar.2016.00526,Protein,Incretin Mimetics,GLP-1,TT401,used for the treatment of complicated skin and skin structure infections and nosocomial pneumonia,"stimulate glucose-induced insulin secretion, suppress glucagon secretion and hepatic glucose production and delay gastric emptying"
2017,https://doi.org/10.1039/C7OB00386B,Carbohydrate,Nucleoside analogue,guanosine,Oxetanocin A,Inhibits viral DNA polymerases and reverse transcriptases,"Potent antiviral activity against HIV, HSV-1, HSV-2, and HCMV; potential antitumor and antibacterial properties"
2017,https://doi.org/10.1039/C7OB00386B,Carbohydrate,Glycoside analogue,Monosaccharides,Oxetanosides,Related to the synthesis of oxetanocin A and its analogues.,"Potential antiviral, antitumor, and antibacterial activities"
2017,https://doi.org/10.1039/C7OB00386B,Carbohydrate,Thietanose analogue,furanose sugars,Thietanose,Designed as a carbohydrate mimic with potential applications in organic chemistry.,Potential anti-HIV activity
2017,https://doi.org/10.1039/C7OB00386B,Carbohydrate,Thiethane analogue,furanose sugars,Pseudothietanose,Related to the synthesis of thietanose analogues.,Potential anti-HIV activity
2017,https://doi.org/10.1080/1040841X.2016.1242868,Carbohydrate,Iminosugar,Castanospermine,6-O-butanoyl castanospermine (BuCAST),Inhibitor of glycosphingolipid biosynthesis and glucosidases,Reduced murine brain viral load of herpes simplex virus type 1 (HSV-1) following cutaneous infection; tested in vivo against a range of influenza virus strains with reduced pathology and increased survival in murine lethal infection models
2017,https://doi.org/10.1080/1040841X.2016.1242868,Carbohydrate,Iminosugar,Sialic acid,3-episiastatin B,Neuraminidase inhibitor,Potent inhibitory activities against influenza virus neuraminidases and influenza virus infection
2017,https://doi.org/10.1080/1040841X.2016.1242868,Carbohydrate,Iminosugar,Deoxynojirimycin (DNJ),N-nonyl-deoxynojirimycin (N N-DNJ),Inhibitor of glycosphingolipid biosynthesis and glucosidases,Reduced secretion of glycoproteins E and NS1 and virion production in dengue virus (DENV) and Japanese encephalitis virus (JEV); reduced mortality rate in a JEV mouse lethal challenge model
2017,https://doi.org/10.1080/1040841X.2016.1242868,Carbohydrate,Iminosugar,Deoxynojirimycin (DNJ),N-(9-methoxynonyl)-1-deoxynojirimycin (M O N-DNJ),Inhibitor of glycosphingolipid biosynthesis and glucosidases,Demonstrated protective effects against lethal doses of H1N1 influenza viruses and reduced mortality rate in a mouse lethal challenge model
2017,https://doi.org/10.1016/j.carres.2017.03.012,Carbohydrate,Inositol Mimic,Rhamnopyranoside residue of a trisaccharide,Inositol Analogues,Potential use in synthetic vaccines,"May lead to more effective and stable vaccines against bacterial infections, particularly those with capsular polysaccharides"
2017,https://pubmed.ncbi.nlm.nih.gov/27411325/,Protein,tripeptide,tryptophan,LTX-109,treats impetigo and nasal decolonization.,Treats impetigo and nasal decolonization
2017,https://pubmed.ncbi.nlm.nih.gov/27411325/,Protein,Lipo-peptidomimetic,Antimicrobial peptides,colistin/Polymyxin B,essential for their antimicrobial activities,Antimicrobial agent for treating resistant bacterial infections
2017,https://doi.org/10.3390/molecules22071217,Protein,defensin mimetics,Defensins,telavancin,inhibits bacterial cell wall syntheisis,used for the treatment of complicated skin and skin structure infections and nosocomial pneumonia
2017,https://doi.org/10.3390/molecules22071217,Protein,defensin mimetics,Defensins,Dalbavancin,inhibits bacterial cell wall syntheisis,used for the treatment of complicated skin and skin structure infections and nosocomial pneumonia
2017,https://doi.org/10.3390/molecules22071217,Protein,defensin mimetics,Defensins,Oritavancin,inhibits bacterial cell wall syntheisis,used for the treatment of complicated skin and skin structure infections and nosocomial pneumonia
2017,https://doi.org/10.3390/molecules22071217,Protein,defensin mimetics,Defensins,Anidulafungin,"inhibits Fungal 1,3-β-d-glucan synthase",used for the treatment of complicated skin and skin structure infections and nosocomial pneumonia
2017,https://doi.org/10.1002/acn3.399,Protein,Apolipoprotein,Apolipoprotein E,CN-105,improves outcomes in ischemic stroke,reduces proinflammatory pathways and lower oxidative stress
2017,http://doi.org/10.1371/journal.pone.0185653,Protein,Not Specified Explicitly,Insulin,Milk-Derived Peptides (IPP and VPP),: These peptides have ACE-inhibitory and anti-inflammatory properties.,"They promote the differentiation of pre-adipocytes, similar to insulin's effects on adipose tissue"
2018,https://doi.org/10.1002/chem.201705469,Carbohydrate,Glycomimetics (heparin-related),Natural heparin,Heparin-related glycopolymers,"These glycomimetics function as anticoagulants by modulating the interaction with antithrombin III, enhancing its ability to inhibit coagulation factors","The glycopolymers exhibit anticoagulant activity that can surpass that of natural heparin, demonstrating improved efficacy in blood coagulation inhibition"
2018,https://doi.org/10.1002/chem.201705471,Carbohydrate,Glycomimetics (β-(1→3) glucan mimetics),Natural β-(1→3) glucans,Hydroxylamine-based di- and tri-oligomers of β-(1→3) glucans,"These mimetics are designed to bind to complement receptors and stimulate immune responses, such as phagocytosis","The biological results indicate that these glycomimetics can stimulate phagocytosis in a length-dependent manner, with the trimer mimetic showing significant activity"
2018,https://doi.org/10.1016/j.aca.2017.11.047,Carbohydrate,"Monosaccharide (specifically, a hexose).",Methyl α-D-mannopyranoside,MYWYPY,Inhibits the binding of methyl α-D-mannopyranoside to concanavalin A (ConA),"Interacts with the protein at or near the carbohydrate binding site, acting as an inhibitor"
2018,https://doi.org/10.1016/j.aca.2017.11.051,Carbohydrate,Monosaccharide,Galactose,"YXY (where X can be alanine, glutamic acid, threonine, or tyrosine)",Selectively interacts with several galactose recognition proteins,"Peptides containing the YXY sequence were designed to evaluate the interaction with galactose-binding proteins, showing selective binding"
2018,https://doi.org/10.1016/j.aca.2017.11.052,Carbohydrate,Peptidoglycan-derived carbohydrate,N-acetylglucosaminyl-β1-4-N-acetylmuramyl-alanyl-d-isoglutamine (GMDP),Peptide mimics of N-acetylglucosaminyl-β1-4-N-acetylmuramyl-alanyl-d-isoglutamine (GMDP),Demonstrated adjuvant activities,Induces immune responses through the production of anti-carbohydrate antibodies
